Date,Country,Region,Total_Tickets,P1_Tickets,P2_Tickets,Open_Tickets,Closed_Tickets,Response_SLA_Breaches,Resolution_SLA_Breaches,Avg_Response_Time_Hrs,Avg_Resolution_Time_Hrs
2024-03-20,Australia,APAC,13,2,1,9,4,3,5,4.62,67.33
2024-03-20,Germany,EU,17,1,4,12,5,4,2,4.53,34.8
2024-03-20,India,APAC,26,2,8,20,6,8,6,5.77,57.44
2024-03-20,Singapore,APAC,17,1,3,9,8,4,7,4.29,76.56
2024-03-20,UK,EU,7,1,0,3,4,1,4,4.43,68.5
2024-03-21,Australia,APAC,10,0,2,6,4,1,1,4.2,41.75
2024-03-21,Germany,EU,31,1,5,20,11,8,11,6.26,75.58
2024-03-21,India,APAC,27,1,5,14,13,6,11,4.63,73.07
2024-03-21,Singapore,APAC,14,0,1,10,4,5,4,5.93,50.17
2024-03-21,UK,EU,9,0,1,5,4,3,2,6.67,33.75
2024-03-22,Australia,APAC,15,2,5,8,7,7,6,4.87,71.57
2024-03-22,Germany,EU,14,2,5,9,5,6,3,5.29,58.0
2024-03-22,India,APAC,29,2,7,21,8,8,7,5.1,48.4
2024-03-22,Singapore,APAC,24,4,3,16,8,5,8,4.12,68.89
2024-03-22,UK,EU,6,0,1,4,2,1,2,5.5,82.67
2024-03-23,Australia,APAC,17,1,3,10,7,5,7,4.71,62.33
2024-03-23,Germany,EU,15,1,1,10,5,2,4,4.4,48.17
2024-03-23,India,APAC,39,2,14,22,17,14,13,5.38,58.63
2024-03-23,Singapore,APAC,20,1,6,11,9,6,9,5.8,52.91
2024-03-23,UK,EU,7,0,3,3,4,3,4,5.57,48.75
2024-03-24,Australia,APAC,16,2,2,9,7,3,5,5.19,55.86
2024-03-24,Germany,EU,25,3,6,12,13,7,12,5.12,51.43
2024-03-24,India,APAC,37,5,7,21,16,10,9,5.32,58.22
2024-03-24,Singapore,APAC,20,1,4,13,7,7,7,5.35,57.64
2024-03-24,UK,EU,7,2,0,6,1,2,1,4.71,96.0
2024-03-25,Australia,APAC,18,2,4,8,10,9,8,7.17,61.8
2024-03-25,Germany,EU,21,1,4,10,11,2,9,4.29,66.18
2024-03-25,India,APAC,28,2,5,10,18,6,13,5.11,56.8
2024-03-25,Singapore,APAC,23,1,5,18,5,5,4,4.74,44.0
2024-03-25,UK,EU,10,0,2,7,3,5,3,5.7,82.33
2024-03-26,Australia,APAC,13,1,2,7,6,4,4,5.54,74.0
2024-03-26,Germany,EU,14,0,5,11,3,6,3,5.14,84.67
2024-03-26,India,APAC,27,2,4,15,12,8,8,6.3,55.83
2024-03-26,Singapore,APAC,21,1,5,12,9,6,8,4.81,55.5
2024-03-26,UK,EU,9,0,5,5,4,4,3,7.11,84.0
2024-03-27,Australia,APAC,13,1,2,8,5,2,5,3.85,63.29
2024-03-27,Germany,EU,17,1,4,9,8,6,5,6.41,56.38
2024-03-27,India,APAC,23,3,5,15,8,7,11,5.48,63.5
2024-03-27,Singapore,APAC,15,2,5,8,7,6,7,5.87,80.86
2024-03-27,UK,EU,9,0,0,6,3,2,2,6.89,38.33
2024-03-28,Australia,APAC,15,1,3,8,7,2,6,5.4,59.29
2024-03-28,Germany,EU,26,3,5,13,13,6,11,4.69,48.53
2024-03-28,India,APAC,23,3,5,17,6,5,6,4.48,75.86
2024-03-28,Singapore,APAC,22,1,6,14,8,8,7,6.5,53.33
2024-03-28,UK,EU,6,0,2,4,2,4,3,8.5,64.67
2024-03-29,Australia,APAC,20,0,2,12,8,7,4,7.2,50.12
2024-03-29,Germany,EU,12,1,1,6,6,3,4,6.25,65.86
2024-03-29,India,APAC,20,1,1,13,7,4,5,6.5,60.0
2024-03-29,Singapore,APAC,11,3,0,7,4,7,6,8.64,45.67
2024-03-29,UK,EU,7,0,0,3,4,1,3,5.29,70.0
2024-03-30,Australia,APAC,20,1,3,13,7,4,5,5.4,59.62
2024-03-30,Germany,EU,27,1,6,8,19,9,16,5.33,62.68
2024-03-30,India,APAC,33,4,5,16,17,8,10,5.48,61.06
2024-03-30,Singapore,APAC,19,1,6,15,4,9,3,6.11,42.5
2024-03-30,UK,EU,10,1,2,4,6,4,4,7.1,42.33
2024-03-31,Australia,APAC,21,2,6,10,11,5,7,4.38,63.75
2024-03-31,Germany,EU,15,1,6,8,7,5,6,5.8,72.57
2024-03-31,India,APAC,24,4,7,15,9,9,9,6.04,47.4
2024-03-31,Singapore,APAC,14,3,4,9,5,7,5,6.29,57.0
2024-03-31,UK,EU,13,1,5,7,6,6,7,5.38,56.14
2024-04-01,Australia,APAC,17,0,7,11,6,5,4,4.82,69.83
2024-04-01,Germany,EU,15,1,3,12,3,4,3,3.53,56.8
2024-04-01,India,APAC,33,3,5,23,10,16,11,6.36,74.38
2024-04-01,Singapore,APAC,16,2,3,11,5,7,7,6.12,89.14
2024-04-01,UK,EU,5,0,1,5,0,3,0,7.0,
2024-04-02,Australia,APAC,18,1,4,10,8,6,6,5.61,80.25
2024-04-02,Germany,EU,14,1,3,8,6,5,3,6.14,52.67
2024-04-02,India,APAC,41,2,10,25,16,13,14,4.95,59.37
2024-04-02,Singapore,APAC,11,0,4,5,6,4,4,6.91,42.5
2024-04-02,UK,EU,7,0,1,4,3,2,2,6.14,85.33
2024-04-03,Australia,APAC,7,0,0,3,4,0,3,6.0,65.0
2024-04-03,Germany,EU,20,1,3,11,9,7,7,5.7,66.0
2024-04-03,India,APAC,29,2,5,19,10,6,8,4.17,68.8
2024-04-03,Singapore,APAC,19,2,6,9,10,4,10,4.89,78.8
2024-04-03,UK,EU,4,1,0,1,3,1,2,6.0,41.67
2024-04-04,Australia,APAC,17,1,3,14,3,5,3,5.12,72.33
2024-04-04,Germany,EU,18,0,3,15,3,7,5,6.61,87.8
2024-04-04,India,APAC,28,3,2,14,14,7,11,5.04,57.62
2024-04-04,Singapore,APAC,15,1,3,8,7,2,6,4.87,83.86
2024-04-04,UK,EU,14,2,3,10,4,2,2,3.5,30.8
2024-04-05,Australia,APAC,12,0,4,8,4,5,3,5.92,58.75
2024-04-05,Germany,EU,15,0,5,9,6,6,5,5.33,41.29
2024-04-05,India,APAC,23,4,4,15,8,7,8,5.74,70.22
2024-04-05,Singapore,APAC,17,3,4,10,7,8,6,5.94,66.88
2024-04-05,UK,EU,7,2,2,4,3,3,1,3.57,20.67
2024-04-06,Australia,APAC,22,2,4,14,8,5,7,4.59,68.0
2024-04-06,Germany,EU,30,1,10,19,11,10,11,5.4,50.33
2024-04-06,India,APAC,30,1,5,15,15,8,9,5.43,60.27
2024-04-06,Singapore,APAC,25,2,4,16,9,8,9,6.0,56.64
2024-04-06,UK,EU,7,0,2,2,5,1,4,5.43,65.8
2024-04-07,Australia,APAC,20,0,7,10,10,6,10,5.65,58.5
2024-04-07,Germany,EU,20,3,5,10,10,5,8,4.15,63.58
2024-04-07,India,APAC,34,0,6,18,16,8,12,6.5,68.44
2024-04-07,Singapore,APAC,17,0,6,11,6,3,6,3.94,56.38
2024-04-07,UK,EU,5,0,1,3,2,0,0,4.4,8.5
2024-04-08,Australia,APAC,13,2,3,5,8,6,6,6.31,40.11
2024-04-08,Germany,EU,25,4,4,19,6,7,4,5.84,44.75
2024-04-08,India,APAC,35,1,8,16,19,13,16,6.26,50.05
2024-04-08,Singapore,APAC,14,1,6,7,7,6,6,5.29,52.0
2024-04-08,UK,EU,9,1,3,5,4,4,4,5.33,47.25
2024-04-09,Australia,APAC,23,1,6,13,10,7,8,5.57,51.0
2024-04-09,Germany,EU,19,5,4,14,5,6,5,4.74,52.67
2024-04-09,India,APAC,23,2,4,13,10,3,7,3.91,47.25
2024-04-09,Singapore,APAC,22,1,7,16,6,5,4,5.0,45.56
2024-04-09,UK,EU,4,0,2,1,3,0,3,3.0,70.67
2024-04-10,Australia,APAC,11,0,0,5,6,2,3,4.73,37.71
2024-04-10,Germany,EU,19,5,6,11,8,10,7,5.47,55.25
2024-04-10,India,APAC,14,1,3,11,3,3,3,5.07,59.75
2024-04-10,Singapore,APAC,20,2,4,16,4,6,4,5.85,90.0
2024-04-10,UK,EU,4,1,0,3,1,2,1,5.75,16.5
2024-04-11,Australia,APAC,18,0,2,10,8,3,4,5.5,39.56
2024-04-11,Germany,EU,25,2,4,16,9,8,6,6.2,53.0
2024-04-11,India,APAC,23,1,2,12,11,2,8,5.35,70.36
2024-04-11,Singapore,APAC,18,2,4,10,8,6,7,5.94,59.78
2024-04-11,UK,EU,5,0,2,4,1,3,1,4.6,103.0
2024-04-12,Australia,APAC,12,2,0,7,5,2,7,5.08,78.38
2024-04-12,Germany,EU,25,0,6,10,15,7,12,4.96,78.67
2024-04-12,India,APAC,27,4,4,16,11,11,10,6.11,59.0
2024-04-12,Singapore,APAC,18,0,2,14,4,5,3,5.78,72.2
2024-04-12,UK,EU,7,1,1,5,2,2,2,3.71,33.0
2024-04-13,Australia,APAC,11,1,2,5,6,5,6,6.55,60.71
2024-04-13,Germany,EU,15,2,8,6,9,7,6,6.2,53.11
2024-04-13,India,APAC,27,2,4,19,8,6,9,5.11,85.33
2024-04-13,Singapore,APAC,22,1,5,14,8,7,7,4.91,59.0
2024-04-13,UK,EU,8,1,1,4,4,3,3,5.5,49.75
2024-04-14,Australia,APAC,19,2,5,13,6,5,5,3.84,77.83
2024-04-14,Germany,EU,20,2,3,15,5,7,6,4.85,59.12
2024-04-14,India,APAC,24,2,2,14,10,6,9,5.79,68.0
2024-04-14,Singapore,APAC,17,0,6,9,8,6,6,5.71,57.0
2024-04-14,UK,EU,8,0,1,5,3,2,3,4.88,46.5
2024-04-15,Australia,APAC,16,2,9,11,5,6,5,4.94,51.67
2024-04-15,Germany,EU,20,2,4,12,8,5,8,5.45,73.2
2024-04-15,India,APAC,38,4,9,22,16,11,14,5.18,53.44
2024-04-15,Singapore,APAC,20,1,2,11,9,2,6,5.5,47.55
2024-04-15,UK,EU,14,1,3,11,3,2,2,4.57,55.33
2024-04-16,Australia,APAC,23,4,3,14,9,6,8,5.87,58.92
2024-04-16,Germany,EU,25,2,5,17,8,7,6,5.36,59.67
2024-04-16,India,APAC,20,1,4,10,10,12,7,7.0,61.7
2024-04-16,Singapore,APAC,15,1,1,11,4,2,2,4.8,47.6
2024-04-16,UK,EU,16,3,5,11,5,7,3,5.31,54.4
2024-04-17,Australia,APAC,16,1,5,11,5,4,4,5.0,62.67
2024-04-17,Germany,EU,26,1,5,13,13,9,13,4.96,77.46
2024-04-17,India,APAC,26,3,10,16,10,11,8,6.46,59.5
2024-04-17,Singapore,APAC,28,2,8,22,6,9,3,5.39,52.5
2024-04-17,UK,EU,8,1,1,3,5,2,3,4.5,55.5
2024-04-18,Australia,APAC,18,1,7,8,10,5,8,3.44,56.82
2024-04-18,Germany,EU,17,0,6,9,8,6,6,5.82,34.4
2024-04-18,India,APAC,27,2,4,13,14,7,12,5.04,58.0
2024-04-18,Singapore,APAC,19,1,4,12,7,6,3,4.84,40.29
2024-04-18,UK,EU,11,0,3,4,7,3,6,4.91,65.86
2024-04-19,Australia,APAC,22,2,7,13,9,10,7,5.73,37.89
2024-04-19,Germany,EU,13,1,4,9,4,3,4,5.31,63.6
2024-04-19,India,APAC,35,3,7,26,9,9,7,4.97,46.6
2024-04-19,Singapore,APAC,20,3,5,14,6,7,5,6.1,55.17
2024-04-19,UK,EU,9,1,4,2,7,7,5,7.67,48.43
2024-04-20,Australia,APAC,15,1,4,10,5,6,4,6.33,61.2
2024-04-20,Germany,EU,12,1,2,8,4,2,3,3.5,67.25
2024-04-20,India,APAC,37,3,7,23,14,13,14,6.11,69.18
2024-04-20,Singapore,APAC,31,1,4,22,9,9,7,5.0,64.3
2024-04-20,UK,EU,4,0,2,2,2,1,2,4.75,86.0
2024-04-21,Australia,APAC,19,1,6,8,11,7,12,5.0,67.58
2024-04-21,Germany,EU,24,0,3,17,7,3,5,5.08,67.38
2024-04-21,India,APAC,27,2,6,16,11,7,7,5.15,51.85
2024-04-21,Singapore,APAC,19,1,6,13,6,5,4,6.42,54.86
2024-04-21,UK,EU,9,1,2,6,3,5,1,6.78,26.33
2024-04-22,Australia,APAC,12,1,3,9,3,7,3,6.92,96.33
2024-04-22,Germany,EU,24,6,6,13,11,12,10,5.88,60.92
2024-04-22,India,APAC,24,0,4,15,9,5,8,5.5,71.73
2024-04-22,Singapore,APAC,19,1,2,15,4,6,2,4.95,25.6
2024-04-22,UK,EU,4,0,1,3,1,2,2,5.75,52.0
2024-04-23,Australia,APAC,14,1,4,8,6,5,5,4.79,45.43
2024-04-23,Germany,EU,20,2,4,11,9,7,8,6.4,53.7
2024-04-23,India,APAC,34,5,4,20,14,9,7,5.12,56.0
2024-04-23,Singapore,APAC,25,2,1,15,10,5,7,5.2,58.45
2024-04-23,UK,EU,12,2,2,6,6,2,6,4.08,94.0
2024-04-24,Australia,APAC,17,3,2,12,5,5,4,6.35,48.0
2024-04-24,Germany,EU,27,1,4,15,12,3,11,5.81,57.29
2024-04-24,India,APAC,18,1,3,13,5,5,4,5.72,59.33
2024-04-24,Singapore,APAC,26,3,6,16,10,13,13,6.62,68.0
2024-04-24,UK,EU,7,2,2,2,5,4,4,6.14,40.2
2024-04-25,Australia,APAC,16,2,5,8,8,6,7,5.75,67.67
2024-04-25,Germany,EU,14,1,5,7,7,5,6,5.64,66.86
2024-04-25,India,APAC,27,1,6,15,12,7,12,5.85,65.27
2024-04-25,Singapore,APAC,27,2,7,18,9,8,8,5.15,64.1
2024-04-25,UK,EU,3,1,0,2,1,2,0,8.67,17.0
2024-04-26,Australia,APAC,26,2,6,16,10,10,5,6.08,42.91
2024-04-26,Germany,EU,21,0,7,12,9,7,4,6.05,44.56
2024-04-26,India,APAC,27,2,5,16,11,5,8,6.15,69.15
2024-04-26,Singapore,APAC,16,3,3,11,5,5,4,4.44,52.0
2024-04-26,UK,EU,5,2,1,4,1,2,1,6.4,107.0
2024-04-27,Australia,APAC,16,0,5,7,9,7,6,5.75,54.4
2024-04-27,Germany,EU,16,1,3,8,8,5,8,5.19,61.44
2024-04-27,India,APAC,32,6,8,20,12,12,12,5.44,66.15
2024-04-27,Singapore,APAC,18,0,4,10,8,3,6,4.89,53.67
2024-04-27,UK,EU,6,1,1,2,4,2,4,6.5,83.5
2024-04-28,Australia,APAC,15,0,2,12,3,5,3,6.2,43.25
2024-04-28,Germany,EU,22,2,6,12,10,8,7,5.77,52.55
2024-04-28,India,APAC,35,3,5,23,12,8,12,4.69,63.0
2024-04-28,Singapore,APAC,26,2,6,17,9,14,8,6.69,66.45
2024-04-28,UK,EU,6,0,1,2,4,2,3,6.17,63.0
2024-04-29,Australia,APAC,19,3,3,14,5,8,4,5.37,58.86
2024-04-29,Germany,EU,20,0,4,13,7,6,4,6.25,54.57
2024-04-29,India,APAC,30,3,3,24,6,8,6,5.03,56.88
2024-04-29,Singapore,APAC,15,3,2,8,7,5,6,4.87,62.71
2024-04-29,UK,EU,8,0,1,3,5,0,4,5.38,77.8
2024-04-30,Australia,APAC,13,0,0,6,7,5,5,6.08,62.75
2024-04-30,Germany,EU,24,3,6,19,5,7,6,5.21,40.56
2024-04-30,India,APAC,26,2,3,14,12,7,10,5.62,64.29
2024-04-30,Singapore,APAC,15,0,3,10,5,5,4,5.8,46.2
2024-04-30,UK,EU,9,0,2,6,3,0,3,3.0,59.0
2024-05-01,Australia,APAC,15,2,3,10,5,3,5,4.87,58.33
2024-05-01,Germany,EU,24,1,5,13,11,6,9,5.0,52.18
2024-05-01,India,APAC,31,3,8,15,16,12,11,5.71,58.19
2024-05-01,Singapore,APAC,12,0,1,6,6,2,2,5.75,30.17
2024-05-01,UK,EU,13,2,2,5,8,4,6,4.23,60.75
2024-05-02,Australia,APAC,16,0,5,8,8,4,8,4.88,72.11
2024-05-02,Germany,EU,18,0,5,13,5,6,6,5.89,89.83
2024-05-02,India,APAC,26,1,5,16,10,8,7,6.31,64.0
2024-05-02,Singapore,APAC,10,1,1,5,5,5,4,7.4,56.2
2024-05-02,UK,EU,6,0,2,4,2,2,1,3.83,61.0
2024-05-03,Australia,APAC,15,0,5,11,4,3,3,5.53,31.0
2024-05-03,Germany,EU,27,0,11,20,7,8,5,5.63,62.75
2024-05-03,India,APAC,24,0,2,15,9,7,6,6.5,62.44
2024-05-03,Singapore,APAC,18,1,1,7,11,5,9,6.28,69.27
2024-05-03,UK,EU,8,1,1,4,4,2,4,5.12,55.6
2024-05-04,Australia,APAC,19,2,6,8,11,6,9,4.58,44.17
2024-05-04,Germany,EU,20,5,3,16,4,6,6,4.15,70.43
2024-05-04,India,APAC,20,0,3,15,5,4,6,6.3,59.62
2024-05-04,Singapore,APAC,22,2,7,18,4,7,4,5.55,65.86
2024-05-04,UK,EU,8,0,1,5,3,4,1,7.88,48.67
2024-05-05,Australia,APAC,11,2,2,5,6,3,5,4.27,57.0
2024-05-05,Germany,EU,11,1,3,7,4,4,5,6.73,82.8
2024-05-05,India,APAC,19,3,3,11,8,6,7,5.42,58.62
2024-05-05,Singapore,APAC,20,1,4,12,8,7,7,5.1,67.22
2024-05-05,UK,EU,9,0,2,8,1,1,2,6.67,44.0
2024-05-06,Australia,APAC,18,1,3,8,10,6,8,6.06,63.5
2024-05-06,Germany,EU,25,1,8,16,9,5,10,3.84,79.4
2024-05-06,India,APAC,36,3,5,19,17,8,14,4.44,64.94
2024-05-06,Singapore,APAC,20,3,2,15,5,8,3,5.7,51.0
2024-05-06,UK,EU,4,0,0,3,1,0,1,6.25,52.0
2024-05-07,Australia,APAC,17,1,4,16,1,9,2,6.29,70.0
2024-05-07,Germany,EU,20,1,5,14,6,10,6,6.25,92.43
2024-05-07,India,APAC,19,2,4,10,9,7,8,5.79,63.22
2024-05-07,Singapore,APAC,19,3,3,13,6,7,6,5.58,79.5
2024-05-07,UK,EU,7,1,4,4,3,5,2,6.71,28.33
2024-05-08,Australia,APAC,16,1,5,13,3,7,2,5.94,55.0
2024-05-08,Germany,EU,25,2,6,18,7,5,7,4.76,54.33
2024-05-08,India,APAC,17,2,2,8,9,6,7,5.53,52.18
2024-05-08,Singapore,APAC,31,2,6,19,12,9,12,5.13,67.21
2024-05-08,UK,EU,5,0,2,2,3,1,2,6.4,41.33
2024-05-09,Australia,APAC,26,0,9,13,13,6,12,5.38,59.6
2024-05-09,Germany,EU,12,0,7,6,6,7,4,7.33,37.5
2024-05-09,India,APAC,17,3,5,9,8,8,6,6.53,61.5
2024-05-09,Singapore,APAC,26,5,6,12,14,6,12,4.46,61.4
2024-05-09,UK,EU,9,1,2,3,6,2,3,5.33,53.67
2024-05-10,Australia,APAC,16,0,5,11,5,3,4,5.5,65.67
2024-05-10,Germany,EU,23,3,6,11,12,5,10,4.57,50.92
2024-05-10,India,APAC,25,2,5,18,7,7,6,5.0,54.78
2024-05-10,Singapore,APAC,23,1,5,17,6,8,4,6.13,45.29
2024-05-10,UK,EU,14,3,3,11,3,5,3,4.64,76.67
2024-05-11,Australia,APAC,18,1,7,9,9,7,8,5.33,57.2
2024-05-11,Germany,EU,22,1,4,15,7,8,8,6.45,69.6
2024-05-11,India,APAC,28,6,2,18,10,10,11,5.89,86.0
2024-05-11,Singapore,APAC,20,2,5,13,7,7,6,6.0,77.43
2024-05-11,UK,EU,7,1,2,6,1,2,0,5.43,13.0
2024-05-12,Australia,APAC,23,2,8,12,11,7,10,5.13,77.64
2024-05-12,Germany,EU,19,2,5,15,4,6,3,5.11,53.75
2024-05-12,India,APAC,28,2,7,17,11,9,10,4.82,63.69
2024-05-12,Singapore,APAC,16,2,2,11,5,6,4,6.25,52.29
2024-05-12,UK,EU,13,0,1,8,5,1,5,4.54,74.17
2024-05-13,Australia,APAC,19,1,2,10,9,4,7,4.58,59.56
2024-05-13,Germany,EU,17,1,5,12,5,9,4,5.88,53.4
2024-05-13,India,APAC,24,4,7,14,10,9,7,5.29,61.09
2024-05-13,Singapore,APAC,22,2,4,13,9,7,9,5.27,45.38
2024-05-13,UK,EU,6,2,0,2,4,1,2,7.0,56.5
2024-05-14,Australia,APAC,15,1,1,11,4,2,4,4.87,56.75
2024-05-14,Germany,EU,17,1,2,10,7,5,6,6.0,67.43
2024-05-14,India,APAC,23,4,3,12,11,9,7,5.57,55.18
2024-05-14,Singapore,APAC,19,0,4,16,3,4,3,6.16,57.75
2024-05-14,UK,EU,7,0,3,4,3,1,1,3.71,61.0
2024-05-15,Australia,APAC,10,0,2,7,3,0,1,3.9,44.0
2024-05-15,Germany,EU,26,0,5,17,9,6,9,5.5,70.58
2024-05-15,India,APAC,27,2,5,15,12,10,10,6.07,61.54
2024-05-15,Singapore,APAC,25,3,8,16,9,9,7,5.6,74.89
2024-05-15,UK,EU,9,0,3,4,5,3,2,5.44,39.2
2024-05-16,Australia,APAC,25,3,6,15,10,11,10,7.28,78.15
2024-05-16,Germany,EU,21,1,4,11,10,6,6,5.67,55.64
2024-05-16,India,APAC,20,1,2,13,7,2,5,4.8,48.38
2024-05-16,Singapore,APAC,15,0,3,7,8,3,6,4.67,47.88
2024-05-16,UK,EU,6,0,0,5,1,1,1,5.5,34.0
2024-05-17,Australia,APAC,14,0,4,6,8,0,6,3.64,49.25
2024-05-17,Germany,EU,21,1,5,10,11,5,10,5.62,76.17
2024-05-17,India,APAC,21,2,8,14,7,7,8,7.62,97.88
2024-05-17,Singapore,APAC,16,2,5,7,9,3,7,3.81,63.45
2024-05-17,UK,EU,7,1,0,4,3,1,1,5.43,51.0
2024-05-18,Australia,APAC,8,1,3,2,6,5,3,6.5,38.5
2024-05-18,Germany,EU,15,1,3,6,9,2,8,6.33,62.22
2024-05-18,India,APAC,32,3,5,22,10,13,11,6.75,52.93
2024-05-18,Singapore,APAC,23,4,3,16,7,8,6,4.96,53.78
2024-05-18,UK,EU,8,2,2,7,1,4,1,5.12,82.0
2024-05-19,Australia,APAC,16,1,3,11,5,3,6,5.94,63.17
2024-05-19,Germany,EU,20,2,5,13,7,8,5,5.65,58.57
2024-05-19,India,APAC,30,4,3,22,8,8,12,5.17,70.15
2024-05-19,Singapore,APAC,19,2,2,14,5,5,6,4.0,76.29
2024-05-19,UK,EU,10,3,1,7,3,1,4,3.0,64.25
2024-05-20,Australia,APAC,11,1,3,4,7,3,5,4.82,54.43
2024-05-20,Germany,EU,21,2,7,13,8,8,7,6.24,58.3
2024-05-20,India,APAC,27,1,7,15,12,7,9,5.22,56.85
2024-05-20,Singapore,APAC,24,5,2,14,10,8,10,4.25,74.91
2024-05-20,UK,EU,9,0,1,5,4,2,3,3.44,74.0
2024-05-21,Australia,APAC,22,1,3,14,8,6,7,4.32,57.44
2024-05-21,Germany,EU,22,2,5,14,8,8,9,5.73,71.0
2024-05-21,India,APAC,25,3,7,13,12,10,10,5.8,64.83
2024-05-21,Singapore,APAC,19,0,6,9,10,6,9,5.47,66.55
2024-05-21,UK,EU,8,0,3,5,3,2,1,5.62,22.33
2024-05-22,Australia,APAC,19,1,4,12,7,8,6,6.0,79.86
2024-05-22,Germany,EU,22,0,7,13,9,7,7,4.91,55.22
2024-05-22,India,APAC,31,4,7,17,14,8,12,4.52,56.61
2024-05-22,Singapore,APAC,12,1,7,6,6,6,5,5.58,77.83
2024-05-22,UK,EU,5,0,1,3,2,1,4,5.2,95.75
2024-05-23,Australia,APAC,18,3,3,15,3,7,2,5.83,54.0
2024-05-23,Germany,EU,17,0,5,12,5,4,6,6.76,40.75
2024-05-23,India,APAC,31,2,4,24,7,14,9,7.23,71.0
2024-05-23,Singapore,APAC,21,2,6,14,7,9,7,5.81,62.78
2024-05-23,UK,EU,5,0,3,3,2,1,0,4.8,18.5
2024-05-24,Australia,APAC,17,0,3,9,8,3,5,6.65,51.67
2024-05-24,Germany,EU,24,2,3,14,10,4,5,4.08,64.27
2024-05-24,India,APAC,27,1,5,18,9,6,7,6.11,56.3
2024-05-24,Singapore,APAC,22,3,6,13,9,7,5,4.73,46.6
2024-05-24,UK,EU,8,0,3,7,1,4,1,6.38,32.0
2024-05-25,Australia,APAC,14,1,1,5,9,1,7,4.36,70.67
2024-05-25,Germany,EU,20,3,3,10,10,8,9,6.0,65.73
2024-05-25,India,APAC,27,1,4,21,6,9,5,5.59,66.83
2024-05-25,Singapore,APAC,16,1,3,11,5,6,4,6.06,63.67
2024-05-25,UK,EU,11,1,5,8,3,4,3,5.73,56.67
2024-05-26,Australia,APAC,15,0,4,8,7,2,4,4.87,64.57
2024-05-26,Germany,EU,27,6,2,18,9,9,8,4.78,61.33
2024-05-26,India,APAC,21,2,7,11,10,8,10,6.1,54.45
2024-05-26,Singapore,APAC,20,3,3,15,5,8,5,6.5,83.6
2024-05-26,UK,EU,7,0,1,5,2,5,2,7.86,76.5
2024-05-27,Australia,APAC,12,1,4,6,6,6,6,7.17,57.14
2024-05-27,Germany,EU,16,0,5,9,7,3,6,3.88,59.43
2024-05-27,India,APAC,31,0,9,17,14,12,14,6.35,69.65
2024-05-27,Singapore,APAC,17,0,4,11,6,7,5,7.24,72.86
2024-05-27,UK,EU,10,1,3,7,3,4,2,6.3,44.67
2024-05-28,Australia,APAC,20,1,5,13,7,4,7,6.25,58.22
2024-05-28,Germany,EU,21,2,5,11,10,5,9,5.24,55.7
2024-05-28,India,APAC,26,3,7,20,6,11,5,5.62,71.25
2024-05-28,Singapore,APAC,14,2,3,10,4,3,3,4.36,41.75
2024-05-28,UK,EU,8,0,1,6,2,1,1,3.62,30.0
2024-05-29,Australia,APAC,16,1,2,11,5,4,5,5.38,72.4
2024-05-29,Germany,EU,18,2,3,12,6,8,6,6.5,71.71
2024-05-29,India,APAC,32,0,8,21,11,8,11,4.97,58.06
2024-05-29,Singapore,APAC,12,3,3,6,6,5,5,6.75,56.29
2024-05-29,UK,EU,5,0,0,3,2,0,2,7.2,107.5
2024-05-30,Australia,APAC,18,1,3,11,7,4,5,4.44,65.38
2024-05-30,Germany,EU,28,2,4,17,11,5,6,5.04,47.36
2024-05-30,India,APAC,32,2,4,21,11,3,12,4.41,66.21
2024-05-30,Singapore,APAC,11,0,2,7,4,3,6,5.18,54.71
2024-05-30,UK,EU,5,1,0,0,5,0,5,5.4,51.6
2024-05-31,Australia,APAC,20,2,8,16,4,7,2,4.95,34.83
2024-05-31,Germany,EU,29,3,3,20,9,13,10,6.21,53.75
2024-05-31,India,APAC,20,3,4,16,4,8,3,6.3,45.75
2024-05-31,Singapore,APAC,25,1,3,15,10,10,8,5.32,60.45
2024-05-31,UK,EU,11,2,2,7,4,6,3,6.64,59.6
2024-06-01,Australia,APAC,15,0,2,11,4,0,2,4.93,49.5
2024-06-01,Germany,EU,25,3,5,14,11,8,10,5.8,77.91
2024-06-01,India,APAC,32,1,7,19,13,11,11,6.12,70.86
2024-06-01,Singapore,APAC,20,1,3,14,6,5,5,5.15,66.5
2024-06-01,UK,EU,14,0,5,9,5,8,3,7.71,54.6
2024-06-02,Australia,APAC,18,2,4,12,6,6,5,5.11,59.57
2024-06-02,Germany,EU,13,2,2,6,7,5,5,6.15,74.14
2024-06-02,India,APAC,27,1,5,13,14,7,10,5.3,58.64
2024-06-02,Singapore,APAC,21,3,7,12,9,8,9,5.57,65.0
2024-06-02,UK,EU,6,0,2,2,4,3,2,7.17,55.75
2024-06-03,Australia,APAC,17,2,4,13,4,8,3,5.29,38.0
2024-06-03,Germany,EU,21,2,4,12,9,8,8,6.38,70.0
2024-06-03,India,APAC,17,1,5,10,7,6,7,5.06,75.25
2024-06-03,Singapore,APAC,13,1,1,11,2,4,1,5.54,33.5
2024-06-03,UK,EU,9,1,0,2,7,2,5,5.78,49.57
2024-06-04,Australia,APAC,12,1,2,5,7,0,4,4.5,56.29
2024-06-04,Germany,EU,21,1,6,16,5,9,4,6.0,39.67
2024-06-04,India,APAC,22,1,1,14,8,6,6,5.64,47.0
