Activity_ID,Ticket_Number,Activity_Timestamp,Activity_Type,Owner_Group,Reassignment_Flag
ACT000011659,CHG0000156037,2021-03-03 22:00:00,Resolved,App Team,No
ACT000011660,CHG0000156037,2021-03-04 20:00:00,Assigned to Support,Vendor,Yes
ACT000011661,PRB0000156078,2021-03-15 18:00:00,Work In Progress,L3 Support,No
ACT000011662,PRB0000156078,2021-03-16 16:00:00,Work In Progress,App Team,No
ACT000011663,PRB0000156078,2021-03-17 15:00:00,Assigned to Support,App Team,No
ACT000011664,PRB0000156078,2021-03-17 16:00:00,Ticket Created,App Team,No
ACT000011665,PRB0000156078,2021-03-18 00:00:00,Ticket Created,Vendor,No
ACT000011666,INC0000156087,2021-03-10 21:00:00,Ticket Created,Network Team,No
ACT000011667,INC0000156087,2021-03-11 10:00:00,Ticket Created,Network Team,No
ACT000011668,INC0000156141,2021-03-23 23:00:00,Work In Progress,Vendor,No
ACT000011669,INC0000156141,2021-03-24 05:00:00,Work In Progress,Network Team,No
ACT000011670,INC0000156141,2021-03-25 03:00:00,Resolved,L3 Support,No
ACT000011671,INC0000156141,2021-03-25 10:00:00,Assigned to Support,Network Team,No
ACT000011672,INC0000156141,2021-03-26 05:00:00,Work In Progress,L3 Support,Yes
ACT000011673,REQ0000156203,2021-03-29 03:00:00,Waiting for Vendor,L1 Support,No
ACT000011674,REQ0000156203,2021-03-29 12:00:00,Waiting for Vendor,L3 Support,No
ACT000011675,REQ0000156203,2021-03-30 09:00:00,Waiting for Vendor,Vendor,No
ACT000011676,CHG0000156363,2021-03-13 07:00:00,Waiting for User,L2 Support,No
ACT000011677,CHG0000156363,2021-03-14 05:00:00,Work In Progress,L2 Support,No
ACT000011678,CHG0000156363,2021-03-14 17:00:00,Assigned to Support,L2 Support,No
ACT000011679,INC0000156488,2021-03-28 12:00:00,Ticket Created,L2 Support,No
ACT000011680,INC0000156488,2021-03-29 00:00:00,Ticket Created,L1 Support,No
ACT000011681,INC0000156491,2021-03-29 00:00:00,Assigned to Support,Network Team,No
ACT000011682,INC0000156491,2021-03-29 14:00:00,Waiting for Vendor,L3 Support,No
ACT000011683,INC0000156491,2021-03-30 01:00:00,Waiting for User,L3 Support,No
ACT000011684,REQ0000156552,2021-03-14 13:00:00,Waiting for User,Vendor,No
ACT000011685,REQ0000156552,2021-03-14 17:00:00,Work In Progress,Network Team,No
ACT000011686,REQ0000156552,2021-03-15 08:00:00,Closed,L2 Support,No
ACT000011687,PRB0000156697,2021-03-31 15:00:00,Assigned to Support,L2 Support,No
ACT000011688,PRB0000156697,2021-04-01 11:00:00,Waiting for User,Vendor,No
ACT000011689,PRB0000156697,2021-04-02 10:00:00,Ticket Created,App Team,No
ACT000011690,PRB0000156697,2021-04-02 13:00:00,Ticket Created,L2 Support,No
ACT000011691,REQ0000156769,2021-03-28 02:00:00,Resolved,Network Team,Yes
ACT000011692,REQ0000156769,2021-03-28 09:00:00,Waiting for User,Vendor,No
ACT000011693,REQ0000156769,2021-03-28 16:00:00,Waiting for Vendor,L1 Support,No
ACT000011694,REQ0000156769,2021-03-29 00:00:00,Work In Progress,L2 Support,No
ACT000011695,INC0000156909,2021-03-16 16:00:00,Waiting for Vendor,L1 Support,No
ACT000011696,INC0000156909,2021-03-16 17:00:00,Ticket Created,L3 Support,No
ACT000011697,REQ0000156955,2021-03-21 13:00:00,Work In Progress,L3 Support,No
ACT000011698,REQ0000156955,2021-03-22 09:00:00,Assigned to Support,L3 Support,No
ACT000011699,REQ0000156955,2021-03-22 16:00:00,Waiting for User,Network Team,No
ACT000011700,CHG0000157009,2021-03-02 19:00:00,Ticket Created,Vendor,No
ACT000011701,CHG0000157009,2021-03-02 23:00:00,Waiting for User,App Team,No
ACT000011702,CHG0000157009,2021-03-03 09:00:00,Assigned to Support,L2 Support,No
ACT000011703,CHG0000157009,2021-03-04 00:00:00,Ticket Created,L3 Support,No
ACT000011704,PRB0000157063,2021-03-05 16:00:00,Assigned to Support,L1 Support,No
ACT000011705,PRB0000157063,2021-03-06 15:00:00,Waiting for User,Network Team,No
ACT000011706,PRB0000157063,2021-03-06 23:00:00,Ticket Created,Network Team,Yes
ACT000011707,CHG0000157067,2021-03-17 12:00:00,Ticket Created,L3 Support,No
ACT000011708,CHG0000157067,2021-03-18 01:00:00,Ticket Created,L3 Support,No
ACT000011709,CHG0000157067,2021-03-18 15:00:00,Assigned to Support,App Team,No
ACT000011710,PRB0000157077,2021-03-14 16:00:00,Assigned to Support,Vendor,No
ACT000011711,PRB0000157077,2021-03-15 10:00:00,Resolved,Vendor,No
ACT000011712,PRB0000157077,2021-03-15 20:00:00,Assigned to Support,App Team,No
ACT000011713,PRB0000157077,2021-03-16 19:00:00,Work In Progress,L3 Support,No
ACT000011714,PRB0000157077,2021-03-17 01:00:00,Waiting for Vendor,L1 Support,Yes
ACT000011715,INC0000157161,2021-03-30 14:00:00,Waiting for Vendor,L3 Support,No
ACT000011716,INC0000157161,2021-03-31 06:00:00,Resolved,Network Team,No
ACT000011717,INC0000157161,2021-03-31 20:00:00,Work In Progress,Network Team,No
ACT000011718,INC0000157161,2021-04-01 08:00:00,Work In Progress,L2 Support,No
ACT000011719,INC0000157161,2021-04-02 02:00:00,Work In Progress,L3 Support,No
ACT000011720,CHG0000157197,2021-03-29 14:00:00,Assigned to Support,Vendor,No
ACT000011721,CHG0000157197,2021-03-29 23:00:00,Waiting for User,L3 Support,No
ACT000011722,INC0000157228,2021-03-06 20:00:00,Ticket Created,L3 Support,No
ACT000011723,INC0000157228,2021-03-07 19:00:00,Resolved,Network Team,No
ACT000011724,INC0000157228,2021-03-08 07:00:00,Resolved,Vendor,No
ACT000011725,INC0000157228,2021-03-09 04:00:00,Resolved,Network Team,No
ACT000011726,INC0000157228,2021-03-09 07:00:00,Resolved,App Team,No
ACT000011727,CHG0000157266,2021-03-18 16:00:00,Waiting for User,Network Team,No
ACT000011728,CHG0000157266,2021-03-19 07:00:00,Resolved,Vendor,No
ACT000011729,INC0000157302,2021-03-05 15:00:00,Work In Progress,L1 Support,No
ACT000011730,INC0000157302,2021-03-06 03:00:00,Reopened,App Team,No
ACT000011731,INC0000157302,2021-03-06 23:00:00,Resolved,App Team,No
ACT000011732,REQ0000157334,2021-03-16 12:00:00,Assigned to Support,Vendor,No
ACT000011733,REQ0000157334,2021-03-16 16:00:00,Resolved,Vendor,No
ACT000011734,REQ0000157334,2021-03-17 04:00:00,Ticket Created,L1 Support,No
ACT000011735,REQ0000157334,2021-03-17 14:00:00,Assigned to Support,L1 Support,No
ACT000011736,REQ0000157477,2021-03-14 14:00:00,Waiting for Vendor,App Team,No
ACT000011737,REQ0000157477,2021-03-14 23:00:00,Ticket Created,L2 Support,No
ACT000011738,REQ0000157477,2021-03-15 01:00:00,Work In Progress,App Team,No
ACT000011739,REQ0000157477,2021-03-15 21:00:00,Ticket Created,Network Team,No
ACT000011740,PRB0000157520,2021-03-26 06:00:00,Work In Progress,L1 Support,No
ACT000011741,PRB0000157520,2021-03-27 01:00:00,Waiting for Vendor,L3 Support,No
ACT000011742,PRB0000157520,2021-03-28 00:00:00,Work In Progress,L2 Support,No
ACT000011743,PRB0000157520,2021-03-28 14:00:00,Resolved,Vendor,No
ACT000011744,CHG0000157608,2021-03-12 20:00:00,Work In Progress,Network Team,No
ACT000011745,CHG0000157608,2021-03-13 00:00:00,Assigned to Support,L2 Support,No
ACT000011746,CHG0000157608,2021-03-13 02:00:00,Assigned to Support,L3 Support,No
ACT000011747,CHG0000157608,2021-03-13 16:00:00,Waiting for User,L2 Support,No
ACT000011748,CHG0000157608,2021-03-14 08:00:00,Assigned to Support,L1 Support,No
ACT000011749,INC0000157612,2021-03-17 08:00:00,Waiting for User,L1 Support,No
ACT000011750,INC0000157612,2021-03-17 19:00:00,Waiting for User,L3 Support,No
ACT000011751,CHG0000157679,2021-03-21 23:00:00,Assigned to Support,L2 Support,No
ACT000011752,CHG0000157679,2021-03-22 05:00:00,Waiting for Vendor,L2 Support,Yes
ACT000011753,CHG0000157679,2021-03-22 12:00:00,Work In Progress,L1 Support,No
ACT000011754,CHG0000157751,2021-03-31 01:00:00,Ticket Created,App Team,No
ACT000011755,CHG0000157751,2021-03-31 07:00:00,Assigned to Support,Network Team,No
ACT000011756,CHG0000157751,2021-03-31 09:00:00,Ticket Created,L2 Support,Yes
ACT000011757,CHG0000157751,2021-03-31 17:00:00,Assigned to Support,L1 Support,No
ACT000011758,CHG0000157789,2021-03-23 10:00:00,Assigned to Support,L3 Support,Yes
ACT000011759,CHG0000157789,2021-03-23 11:00:00,Waiting for User,Network Team,No
ACT000011760,CHG0000157789,2021-03-24 06:00:00,Reopened,Network Team,No
ACT000011761,CHG0000157789,2021-03-24 14:00:00,Resolved,App Team,No
ACT000011762,CHG0000157819,2021-03-09 06:00:00,Waiting for User,L3 Support,No
ACT000011763,CHG0000157819,2021-03-09 19:00:00,Waiting for Vendor,L3 Support,No
ACT000011764,CHG0000157819,2021-03-10 09:00:00,Assigned to Support,L1 Support,No
ACT000011765,CHG0000157819,2021-03-11 06:00:00,Waiting for Vendor,L2 Support,No
ACT000011766,CHG0000157832,2021-03-11 00:00:00,Closed,Vendor,No
ACT000011767,CHG0000157832,2021-03-11 15:00:00,Work In Progress,L2 Support,No
ACT000011768,CHG0000157832,2021-03-12 14:00:00,Work In Progress,L3 Support,No
ACT000011769,PRB0000157929,2021-03-13 23:00:00,Resolved,L1 Support,Yes
ACT000011770,PRB0000157929,2021-03-14 01:00:00,Work In Progress,Network Team,No
ACT000011771,PRB0000157929,2021-03-15 00:00:00,Waiting for Vendor,L3 Support,No
ACT000011772,PRB0000157929,2021-03-15 15:00:00,Waiting for Vendor,Network Team,No
ACT000011773,PRB0000157929,2021-03-15 17:00:00,Waiting for User,L1 Support,No
ACT000011774,CHG0000157964,2021-03-04 17:00:00,Work In Progress,L2 Support,No
ACT000011775,CHG0000157964,2021-03-04 18:00:00,Work In Progress,App Team,No
ACT000011776,INC0000158081,2021-03-16 04:00:00,Assigned to Support,L1 Support,No
ACT000011777,INC0000158081,2021-03-16 14:00:00,Resolved,App Team,No
ACT000011778,PRB0000158184,2021-03-14 08:00:00,Waiting for User,L3 Support,No
ACT000011779,PRB0000158184,2021-03-14 11:00:00,Waiting for User,L2 Support,No
ACT000011780,PRB0000158184,2021-03-14 22:00:00,Assigned to Support,L3 Support,No
ACT000011781,PRB0000158184,2021-03-15 12:00:00,Waiting for Vendor,L3 Support,No
ACT000011782,PRB0000158184,2021-03-16 04:00:00,Ticket Created,App Team,No
ACT000011783,PRB0000158247,2021-03-26 01:00:00,Waiting for User,Vendor,No
ACT000011784,PRB0000158247,2021-03-26 21:00:00,Work In Progress,App Team,No
ACT000011785,PRB0000158247,2021-03-27 06:00:00,Work In Progress,L1 Support,No
ACT000011786,PRB0000158247,2021-03-27 22:00:00,Work In Progress,L1 Support,No
ACT000011787,INC0000158269,2021-03-17 18:00:00,Closed,Vendor,No
ACT000011788,INC0000158269,2021-03-18 05:00:00,Work In Progress,Network Team,No
ACT000011789,PRB0000158352,2021-03-18 19:00:00,Assigned to Support,L3 Support,No
ACT000011790,PRB0000158352,2021-03-19 00:00:00,Ticket Created,App Team,No
ACT000011791,PRB0000158352,2021-03-19 04:00:00,Assigned to Support,L2 Support,No
ACT000011792,REQ0000158354,2021-04-01 01:00:00,Waiting for User,L1 Support,No
ACT000011793,REQ0000158354,2021-04-01 02:00:00,Assigned to Support,L1 Support,No
ACT000011794,REQ0000158354,2021-04-01 13:00:00,Work In Progress,Network Team,No
ACT000011795,REQ0000158354,2021-04-02 09:00:00,Waiting for Vendor,L3 Support,No
ACT000011796,PRB0000158444,2021-03-13 16:00:00,Waiting for Vendor,Network Team,No
ACT000011797,PRB0000158444,2021-03-13 17:00:00,Work In Progress,Network Team,No
ACT000011798,PRB0000158444,2021-03-14 07:00:00,Resolved,Vendor,No
ACT000011799,CHG0000158522,2021-03-31 17:00:00,Waiting for Vendor,Vendor,No
ACT000011800,CHG0000158522,2021-04-01 00:00:00,Waiting for User,L3 Support,No
ACT000011801,CHG0000158522,2021-04-01 19:00:00,Resolved,L2 Support,No
ACT000011802,CHG0000158522,2021-04-02 11:00:00,Assigned to Support,Vendor,Yes
ACT000011803,PRB0000158553,2021-03-26 18:00:00,Waiting for Vendor,Network Team,No
ACT000011804,PRB0000158553,2021-03-27 14:00:00,Work In Progress,L3 Support,No
ACT000011805,CHG0000158601,2021-03-02 12:00:00,Resolved,L2 Support,No
ACT000011806,CHG0000158601,2021-03-03 00:00:00,Work In Progress,L1 Support,No
ACT000011807,CHG0000158695,2021-03-27 20:00:00,Work In Progress,L3 Support,No
ACT000011808,CHG0000158695,2021-03-28 05:00:00,Resolved,Network Team,No
ACT000011809,CHG0000158750,2021-03-27 11:00:00,Work In Progress,Vendor,No
ACT000011810,CHG0000158750,2021-03-28 03:00:00,Closed,Vendor,No
ACT000011811,CHG0000158776,2021-03-26 18:00:00,Assigned to Support,L1 Support,No
ACT000011812,CHG0000158776,2021-03-27 07:00:00,Waiting for User,L2 Support,No
ACT000011813,CHG0000158776,2021-03-27 21:00:00,Assigned to Support,L1 Support,No
ACT000011814,CHG0000158776,2021-03-28 05:00:00,Work In Progress,L1 Support,Yes
ACT000011815,CHG0000158825,2021-03-23 06:00:00,Work In Progress,Network Team,Yes
ACT000011816,CHG0000158825,2021-03-23 17:00:00,Work In Progress,L1 Support,No
ACT000011817,CHG0000158825,2021-03-24 09:00:00,Waiting for User,Vendor,No
ACT000011818,CHG0000158825,2021-03-24 18:00:00,Work In Progress,Vendor,No
ACT000011819,INC0000158848,2021-03-28 08:00:00,Assigned to Support,Network Team,No
ACT000011820,INC0000158848,2021-03-28 16:00:00,Waiting for User,Vendor,No
ACT000011821,INC0000158848,2021-03-28 19:00:00,Assigned to Support,Network Team,No
ACT000011822,INC0000158890,2021-03-22 18:00:00,Waiting for Vendor,L1 Support,No
ACT000011823,INC0000158890,2021-03-23 00:00:00,Waiting for User,L1 Support,No
ACT000011824,INC0000158890,2021-03-23 07:00:00,Work In Progress,L2 Support,No
ACT000011825,INC0000159007,2021-03-28 08:00:00,Waiting for User,App Team,No
ACT000011826,INC0000159007,2021-03-28 23:00:00,Closed,Vendor,No
ACT000011827,CHG0000159083,2021-03-29 08:00:00,Waiting for User,Vendor,No
ACT000011828,CHG0000159083,2021-03-29 13:00:00,Waiting for User,L1 Support,No
ACT000011829,CHG0000159083,2021-03-29 22:00:00,Waiting for Vendor,Vendor,No
ACT000011830,CHG0000159083,2021-03-30 10:00:00,Assigned to Support,L1 Support,No
ACT000011831,CHG0000159083,2021-03-31 00:00:00,Assigned to Support,App Team,No
ACT000011832,INC0000159084,2021-03-18 10:00:00,Assigned to Support,Vendor,No
ACT000011833,INC0000159084,2021-03-19 07:00:00,Assigned to Support,L1 Support,No
ACT000011834,INC0000159084,2021-03-19 09:00:00,Work In Progress,L3 Support,No
ACT000011835,INC0000159084,2021-03-19 15:00:00,Waiting for Vendor,L3 Support,Yes
ACT000011836,INC0000159084,2021-03-19 18:00:00,Waiting for User,Vendor,No
ACT000011837,INC0000159100,2021-03-26 12:00:00,Waiting for User,L3 Support,No
ACT000011838,INC0000159100,2021-03-26 15:00:00,Ticket Created,L1 Support,No
ACT000011839,INC0000159100,2021-03-26 22:00:00,Resolved,App Team,No
ACT000011840,PRB0000159151,2021-03-13 08:00:00,Reopened,L3 Support,No
ACT000011841,PRB0000159151,2021-03-13 17:00:00,Waiting for User,L1 Support,No
ACT000011842,PRB0000159151,2021-03-14 12:00:00,Resolved,Network Team,No
ACT000011843,PRB0000159244,2021-03-23 17:00:00,Assigned to Support,Network Team,No
ACT000011844,PRB0000159244,2021-03-24 09:00:00,Ticket Created,Network Team,No
ACT000011845,PRB0000159244,2021-03-24 12:00:00,Ticket Created,L2 Support,No
ACT000011846,PRB0000159244,2021-03-24 23:00:00,Waiting for Vendor,L3 Support,No
ACT000011847,PRB0000159244,2021-03-25 16:00:00,Assigned to Support,L1 Support,No
ACT000011848,INC0000159270,2021-03-13 18:00:00,Work In Progress,L2 Support,No
ACT000011849,INC0000159270,2021-03-14 12:00:00,Work In Progress,L2 Support,No
ACT000011850,INC0000159270,2021-03-14 23:00:00,Work In Progress,L2 Support,No
ACT000011851,INC0000159270,2021-03-15 05:00:00,Ticket Created,L2 Support,No
ACT000011852,PRB0000159324,2021-03-31 12:00:00,Assigned to Support,Vendor,No
ACT000011853,PRB0000159324,2021-03-31 21:00:00,Waiting for User,L1 Support,No
ACT000011854,INC0000159448,2021-03-07 20:00:00,Ticket Created,Vendor,No
ACT000011855,INC0000159448,2021-03-08 12:00:00,Waiting for Vendor,L2 Support,No
ACT000011856,INC0000159448,2021-03-08 17:00:00,Waiting for Vendor,App Team,No
ACT000011857,CHG0000159496,2021-03-17 02:00:00,Waiting for Vendor,L1 Support,No
ACT000011858,CHG0000159496,2021-03-17 14:00:00,Closed,Network Team,Yes
ACT000011859,CHG0000159496,2021-03-18 04:00:00,Assigned to Support,Network Team,No
ACT000011860,PRB0000159525,2021-03-02 21:00:00,Ticket Created,L2 Support,No
ACT000011861,PRB0000159525,2021-03-03 15:00:00,Resolved,Vendor,No
ACT000011862,PRB0000159525,2021-03-04 02:00:00,Waiting for Vendor,L1 Support,Yes
ACT000011863,REQ0000159535,2021-03-05 18:00:00,Assigned to Support,L1 Support,No
ACT000011864,REQ0000159535,2021-03-06 14:00:00,Waiting for User,L2 Support,Yes
ACT000011865,REQ0000159535,2021-03-06 16:00:00,Closed,Network Team,No
ACT000011866,REQ0000159535,2021-03-07 11:00:00,Assigned to Support,L3 Support,No
ACT000011867,REQ0000159535,2021-03-08 07:00:00,Waiting for User,L2 Support,No
ACT000011868,CHG0000159558,2021-03-09 11:00:00,Waiting for User,L1 Support,No
ACT000011869,CHG0000159558,2021-03-09 18:00:00,Ticket Created,L3 Support,No
ACT000011870,CHG0000159558,2021-03-10 12:00:00,Waiting for Vendor,App Team,No
ACT000011871,CHG0000159585,2021-03-28 01:00:00,Reopened,L3 Support,No
ACT000011872,CHG0000159585,2021-03-28 06:00:00,Work In Progress,Network Team,No
ACT000011873,INC0000159601,2021-03-25 12:00:00,Assigned to Support,L2 Support,No
ACT000011874,INC0000159601,2021-03-25 19:00:00,Ticket Created,Vendor,No
ACT000011875,INC0000159601,2021-03-26 16:00:00,Waiting for User,Network Team,No
ACT000011876,INC0000159601,2021-03-27 10:00:00,Waiting for User,Vendor,No
ACT000011877,INC0000159601,2021-03-28 03:00:00,Work In Progress,L2 Support,No
ACT000011878,PRB0000159602,2021-03-24 13:00:00,Resolved,L3 Support,No
ACT000011879,PRB0000159602,2021-03-25 05:00:00,Assigned to Support,L1 Support,No
ACT000011880,PRB0000159602,2021-03-25 19:00:00,Work In Progress,App Team,No
ACT000011881,CHG0000159620,2021-03-06 15:00:00,Resolved,L1 Support,No
ACT000011882,CHG0000159620,2021-03-07 05:00:00,Ticket Created,Vendor,No
ACT000011883,CHG0000159620,2021-03-08 01:00:00,Resolved,L3 Support,No
ACT000011884,CHG0000159620,2021-03-08 16:00:00,Waiting for Vendor,L2 Support,No
ACT000011885,INC0000159648,2021-03-13 07:00:00,Work In Progress,L1 Support,No
ACT000011886,INC0000159648,2021-03-13 19:00:00,Assigned to Support,L2 Support,Yes
ACT000011887,REQ0000159667,2021-03-26 23:00:00,Waiting for User,Vendor,Yes
ACT000011888,REQ0000159667,2021-03-27 15:00:00,Assigned to Support,Network Team,No
ACT000011889,REQ0000159667,2021-03-27 19:00:00,Work In Progress,Network Team,No
ACT000011890,REQ0000159667,2021-03-28 14:00:00,Work In Progress,Network Team,No
ACT000011891,REQ0000159667,2021-03-29 07:00:00,Waiting for User,Vendor,No
ACT000011892,PRB0000159679,2021-03-25 04:00:00,Work In Progress,L2 Support,No
ACT000011893,PRB0000159679,2021-03-25 23:00:00,Resolved,L2 Support,No
ACT000011894,INC0000159798,2021-03-15 01:00:00,Waiting for User,L1 Support,No
ACT000011895,INC0000159798,2021-03-15 04:00:00,Waiting for Vendor,App Team,No
ACT000011896,INC0000159798,2021-03-15 18:00:00,Waiting for User,Network Team,No
ACT000011897,PRB0000159815,2021-03-29 13:00:00,Work In Progress,L2 Support,No
ACT000011898,PRB0000159815,2021-03-30 06:00:00,Assigned to Support,App Team,No
ACT000011899,INC0000159893,2021-03-01 10:00:00,Assigned to Support,App Team,No
ACT000011900,INC0000159893,2021-03-01 14:00:00,Ticket Created,L1 Support,No
ACT000011901,CHG0000160140,2021-03-04 10:00:00,Assigned to Support,L1 Support,No
ACT000011902,CHG0000160140,2021-03-05 04:00:00,Resolved,Network Team,Yes
ACT000011903,INC0000160168,2021-03-13 20:00:00,Waiting for User,L1 Support,No
ACT000011904,INC0000160168,2021-03-14 00:00:00,Work In Progress,Network Team,No
ACT000011905,INC0000160168,2021-03-14 13:00:00,Resolved,L3 Support,No
ACT000011906,INC0000160168,2021-03-14 21:00:00,Waiting for User,L3 Support,No
ACT000011907,INC0000160168,2021-03-15 01:00:00,Waiting for Vendor,Network Team,Yes
ACT000011908,INC0000160207,2021-03-02 21:00:00,Work In Progress,L2 Support,No
ACT000011909,INC0000160207,2021-03-03 13:00:00,Assigned to Support,Network Team,Yes
ACT000011910,INC0000160207,2021-03-03 20:00:00,Work In Progress,App Team,No
ACT000011911,INC0000160215,2021-03-02 23:00:00,Closed,L2 Support,No
ACT000011912,INC0000160215,2021-03-03 09:00:00,Work In Progress,App Team,No
ACT000011913,INC0000160215,2021-03-03 19:00:00,Work In Progress,L3 Support,No
ACT000011914,INC0000160215,2021-03-03 21:00:00,Work In Progress,Network Team,No
ACT000011915,INC0000160215,2021-03-04 06:00:00,Waiting for Vendor,L2 Support,No
ACT000011916,INC0000160331,2021-03-16 06:00:00,Waiting for User,L1 Support,No
ACT000011917,INC0000160331,2021-03-16 17:00:00,Ticket Created,App Team,No
ACT000011918,INC0000160331,2021-03-17 04:00:00,Resolved,L2 Support,No
ACT000011919,INC0000160331,2021-03-17 19:00:00,Reopened,L3 Support,No
ACT000011920,INC0000160331,2021-03-18 00:00:00,Resolved,App Team,No
ACT000011921,PRB0000160347,2021-03-15 18:00:00,Work In Progress,Network Team,No
ACT000011922,PRB0000160347,2021-03-15 20:00:00,Assigned to Support,L2 Support,No
ACT000011923,CHG0000160362,2021-03-26 00:00:00,Resolved,Vendor,No
ACT000011924,CHG0000160362,2021-03-26 02:00:00,Ticket Created,L2 Support,No
ACT000011925,CHG0000160362,2021-03-26 13:00:00,Work In Progress,L3 Support,No
ACT000011926,INC0000160372,2021-03-06 09:00:00,Ticket Created,L1 Support,No
ACT000011927,INC0000160372,2021-03-07 02:00:00,Resolved,L1 Support,No
ACT000011928,INC0000160372,2021-03-07 23:00:00,Work In Progress,Network Team,No
ACT000011929,INC0000160372,2021-03-08 11:00:00,Assigned to Support,L1 Support,No
ACT000011930,INC0000160372,2021-03-09 04:00:00,Ticket Created,Network Team,No
ACT000011931,CHG0000160388,2021-03-14 06:00:00,Ticket Created,L3 Support,No
ACT000011932,CHG0000160388,2021-03-14 15:00:00,Resolved,Network Team,Yes
ACT000011933,CHG0000160388,2021-03-15 09:00:00,Resolved,Vendor,No
ACT000011934,PRB0000160457,2021-03-02 04:00:00,Work In Progress,App Team,No
ACT000011935,PRB0000160457,2021-03-02 07:00:00,Assigned to Support,App Team,No
ACT000011936,PRB0000160457,2021-03-02 18:00:00,Assigned to Support,L3 Support,No
ACT000011937,PRB0000160457,2021-03-03 02:00:00,Resolved,Network Team,No
ACT000011938,PRB0000160474,2021-03-09 14:00:00,Waiting for User,L1 Support,No
ACT000011939,PRB0000160474,2021-03-09 20:00:00,Ticket Created,App Team,Yes
ACT000011940,REQ0000160491,2021-03-30 05:00:00,Assigned to Support,Vendor,No
ACT000011941,REQ0000160491,2021-03-30 14:00:00,Work In Progress,L2 Support,No
ACT000011942,INC0000160529,2021-03-29 10:00:00,Assigned to Support,App Team,No
ACT000011943,INC0000160529,2021-03-29 14:00:00,Work In Progress,Vendor,No
ACT000011944,INC0000160529,2021-03-29 21:00:00,Work In Progress,L2 Support,No
ACT000011945,INC0000160529,2021-03-30 18:00:00,Ticket Created,Vendor,No
ACT000011946,REQ0000160610,2021-03-12 22:00:00,Assigned to Support,Network Team,No
ACT000011947,REQ0000160610,2021-03-13 13:00:00,Waiting for User,Vendor,No
ACT000011948,CHG0000160672,2021-03-09 21:00:00,Waiting for User,Vendor,No
ACT000011949,CHG0000160672,2021-03-10 18:00:00,Assigned to Support,Network Team,No
ACT000011950,CHG0000160672,2021-03-11 04:00:00,Waiting for Vendor,L2 Support,No
ACT000011951,CHG0000160672,2021-03-11 19:00:00,Work In Progress,Vendor,No
ACT000011952,CHG0000160709,2021-03-23 08:00:00,Ticket Created,L1 Support,No
ACT000011953,CHG0000160709,2021-03-23 18:00:00,Waiting for Vendor,L2 Support,No
ACT000011954,CHG0000160709,2021-03-24 12:00:00,Waiting for Vendor,L1 Support,No
ACT000011955,CHG0000160709,2021-03-25 09:00:00,Ticket Created,L3 Support,No
ACT000011956,CHG0000160762,2021-03-05 18:00:00,Work In Progress,App Team,No
ACT000011957,CHG0000160762,2021-03-05 19:00:00,Waiting for User,L3 Support,No
ACT000011958,CHG0000160762,2021-03-06 11:00:00,Ticket Created,App Team,No
ACT000011959,CHG0000160762,2021-03-07 06:00:00,Work In Progress,L2 Support,No
ACT000011960,CHG0000160762,2021-03-07 23:00:00,Waiting for User,Vendor,No
ACT000011961,PRB0000160875,2021-03-31 08:00:00,Ticket Created,L1 Support,Yes
ACT000011962,PRB0000160875,2021-03-31 12:00:00,Work In Progress,L2 Support,No
ACT000011963,PRB0000160875,2021-03-31 21:00:00,Work In Progress,Network Team,No
ACT000011964,PRB0000160875,2021-04-01 00:00:00,Waiting for Vendor,L3 Support,No
ACT000011965,PRB0000160884,2021-03-22 20:00:00,Work In Progress,L3 Support,No
ACT000011966,PRB0000160884,2021-03-23 13:00:00,Waiting for User,Vendor,No
ACT000011967,PRB0000160884,2021-03-23 19:00:00,Ticket Created,L2 Support,No
ACT000011968,PRB0000160884,2021-03-24 15:00:00,Assigned to Support,App Team,No
ACT000011969,CHG0000160907,2021-03-03 09:00:00,Closed,App Team,No
ACT000011970,CHG0000160907,2021-03-04 07:00:00,Work In Progress,Vendor,No
ACT000011971,INC0000160912,2021-03-06 00:00:00,Resolved,L2 Support,No
ACT000011972,INC0000160912,2021-03-06 12:00:00,Ticket Created,Network Team,No
ACT000011973,INC0000160912,2021-03-06 20:00:00,Waiting for User,L3 Support,No
ACT000011974,INC0000160912,2021-03-07 02:00:00,Work In Progress,Network Team,No
ACT000011975,INC0000160912,2021-03-07 11:00:00,Work In Progress,L2 Support,No
ACT000011976,PRB0000160958,2021-03-13 20:00:00,Work In Progress,L2 Support,No
ACT000011977,PRB0000160958,2021-03-14 17:00:00,Work In Progress,Vendor,No
ACT000011978,PRB0000160958,2021-03-15 03:00:00,Waiting for User,App Team,No
ACT000011979,PRB0000160958,2021-03-15 10:00:00,Waiting for User,L1 Support,No
ACT000011980,PRB0000160958,2021-03-15 12:00:00,Assigned to Support,Network Team,No
ACT000011981,REQ0000161117,2021-03-06 12:00:00,Assigned to Support,Network Team,No
ACT000011982,REQ0000161117,2021-03-07 09:00:00,Resolved,L2 Support,No
ACT000011983,REQ0000161117,2021-03-07 11:00:00,Work In Progress,App Team,No
ACT000011984,REQ0000161117,2021-03-08 04:00:00,Resolved,Vendor,No
ACT000011985,CHG0000161155,2021-03-05 09:00:00,Work In Progress,App Team,No
ACT000011986,CHG0000161155,2021-03-06 03:00:00,Assigned to Support,L3 Support,No
